NAME1,HEX1,HEX1a,NAME2,HEX2,HEX2a,RATIO,CODE
Deep Sapphire,#1F2A6E,#3243b0,Spray,#90ECFC,#e6ffff,9.7,AAA
Jazzberry Jam,#A72169,#ff35a8,Screamin Green,#8CF979,#e0ffc2,5.2,AA
Paprika,#98052C,#f30846,Malibu,#6BD1FB,#abffff,5.1,AA
Dark Blue,#0205C4,#0308ff,Emerald,#05E598,#08fff3,7,AA
Dark Blue,#1C01B9,#2d02ff,Inch Worm,#A3F75A,#ffff90,9.1,AAA
East Bay,#4A4A73,#7676b8,Turquoise Blue,#36E1F2,#56ffff,5.2,AA
Blue Gem,#451295,#6e1dee,Green,#38BD84,#5affd3,5,AA
Hippie Green,#527E47,#83ca72,Shalimar,#FBFEBA,#ffffff,4.5,AA
Blackberry,#4B0438,#78065a,Apple,#22B446,#36ff70,5.6,AA
Jacaranda,#22012D,#360248,Hollywood Cerise,#F603AA,#ff05ff,5,AA
Pompadour,#590341,#8e0568,Portage,#88A4ED,#daffff,5.7,AA
Cape Cod,#344847,#537372,Pink Lace,#FCE2FA,#ffffff,8,AAA
Fun Green,#227240,#36b666,Madang,#B1F5C7,#ffffff,4.7,AA
Voodoo,#4E3249,#7d5075,Spring Green,#3BF289,#5effdb,7.6,AAA
Ultramarine,#2604A6,#3d06ff,Yellow,#F8FC24,#ffff3a,11.5,AAA
Cardinal Pink,#930E5F,#eb1698,Bright Green,#54FB0E,#86ff16,6.1,AA
Purple,#8411B8,#d31bff,Sulu,#B5F079,#ffffc2,5.7,AA
Violet Eggplant,#A326C3,#ff3dff,Aquamarine,#6BFDCA,#abffff,4.6,AA
Black Rose,#6A0735,#aa0b55,Electric Lime,#11FB18,#1bff26,8.8,AAA
Seaweed,#163014,#234d20,Di Serria,#C88D52,#ffe283,5,AA
Timber Green,#223330,#36524d,Christi,#80B939,#cdff5b,5.6,AA
Jagger,#360E5D,#561695,Lima,#79CB1B,#c2ff2b,7.5,AAA
Midnight,#191531,#28224e,Scarlet,#F43445,#ff536e,4.5,AA
Blue Bayoux,#3D5969,#628ea8,Green,#08FC07,#0dff0b,5.3,AA
Violet,#251143,#3b1b6b,Cornflower Blue,#3E92EA,#63eaff,5.2,AA
Chocolate,#3C0605,#600a08,Red Orange,#F94234,#ff6a53,4.8,AA
Lotus,#763137,#bd4e58,Electric Lime,#1DF329,#2eff42,6.1,AA
Royal Blue,#0B6BE8,#12abff,Portafino,#F9FCB1,#ffffff,4.6,AA
Smoky,#5D5366,#9585a3,Periwinkle,#BCCDFF,#ffffff,4.6,AA
Governor Bay,#4B3FAB,#7865ff,Scooter,#12DAFF,#1dffff,4.8,AA
Onion,#2A2101,#433502,Christi,#499F02,#75fe03,4.7,AA
East Bay,#314374,#4e6bba,Electric Lime,#05FA3C,#08ff60,6.7,AA
Cod Gray,#060E0D,#0a1615,Lilac Bush,#9579CB,#eec2ff,5.5,AA
Port Gore,#272149,#3e3575,Moss Green,#BCE1A2,#ffffff,10.3,AAA
Butterfly Bush,#5E4181,#9668ce,Selective Yellow,#FEBC12,#ffff1d,4.9,AA
Clover,#385325,#5a853b,De York,#6DD59A,#aefff6,4.8,AA
Marshland,#000D0B,#001512,Plum,#AC5E96,#ff96f0,4.5,AA
Green Leaf,#3D6509,#62a20e,Buff,#FBE286,#ffffd6,5.3,AA
Red Violet,#BF1880,#ff26cd,Reef,#D3FB9A,#fffff6,4.9,AA
Jaguar,#05030F,#080518,Vivid Violet,#A463B7,#ff9eff,4.9,AA
Red Violet,#B4017D,#ff02c8,Spring Green,#22FCA4,#36ffff,4.8,AA
Finn,#792858,#c2408d,Key Lime Pie,#C0C216,#ffff23,4.9,AA
Haiti,#20183D,#332662,Dodger Blue,#5E86F0,#96d6ff,4.9,AA
Dark Blue,#5214D3,#8320ff,Turquoise Blue,#1BDDF6,#2bffff,5.3,AA
Electric Violet,#6826F5,#a63dff,Bright Turquoise,#2AF2D7,#43ffff,4.6,AA
Crusoe,#023B09,#035e0e,Turquoise,#3EDECE,#63ffff,7.7,AAA
Ship Gray,#39343B,#5b535e,Silk,#C2B1AA,#ffffff,5.9,AA
Violet,#280640,#400a66,Wild Strawberry,#FC098D,#ff0ee2,4.7,AA
Black,#040000,#060000,Fuchsia Pink,#C23FA7,#ff65ff,4.5,AA
Blue Dianne,#054352,#086b83,Mauvelous,#E794B0,#ffedff,4.8,AA
Loulou,#4B0748,#780b73,Orchid,#DA7FCF,#ffcbff,5.6,AA
Claret,#992341,#f53868,Fuego,#BAE124,#ffff3a,5.2,AA
Arapawa,#1A086C,#2a0dad,Blue Smoke,#7E9490,#caede6,5,AA
Midnight,#080E2A,#0d1643,Scarlet,#FB1947,#ff2872,4.8,AA
Jagger,#290A4E,#42107d,Apple,#38AA32,#5aff50,5.6,AA
Lisbon Brown,#413C23,#686038,Malachite,#0FC53E,#18ff63,4.8,AA
Wine Berry,#591F2D,#8e3248,Vista Blue,#8DD1AC,#e2ffff,7.1,AAA
Persian Indigo,#35197D,#5528c8,Locust,#A1AC8B,#ffffde,5.5,AA
Aubergine,#380B10,#5a121a,Sushi,#7DB545,#c8ff6e,7,AAA
Valhalla,#211547,#352272,Persian Rose,#FB279A,#ff3ef6,4.6,AA
Red,#DD0143,#ff026b,Laser Lemon,#FEFA79,#ffffc2,4.6,AA
Gigas,#482F8F,#734be5,Sushi,#9BBD35,#f8ff55,4.7,AA
Dark Blue,#623BFE,#9d5eff,Magic Mint,#A4FFDE,#ffffff,5,AA
Verdun Green,#495606,#758a0a,Caper,#E8EEB6,#ffffff,6.6,AA
Arapawa,#130465,#1e06a2,Alizarin Crimson,#F23F45,#ff656e,4.5,AA
Plum,#7C3072,#c64db6,Inch Worm,#BDE917,#ffff25,5.9,AA
Cannon Pink,#89465D,#db7095,Electric Lime,#C4FD0C,#ffff13,5.6,AA
Toledo,#420227,#6a033e,Bali Hai,#779CB5,#befaff,5.7,AA
Bright Gray,#384050,#5a6680,Starship,#EAEE3A,#ffff5d,8.3,AAA
Stratos,#150741,#220b68,Emerald,#5FD28E,#98ffe3,9.7,AAA
Minsk,#523183,#834ed2,Water Leaf,#AAECDC,#ffffff,7.4,AAA
Windsor,#4F1D86,#7e2ed6,Seagull,#6AD0F3,#aaffff,6.4,AA
Plum,#8E3588,#e355da,Iceberg,#CEEEED,#ffffff,5.7,AA
Kaitoke Green,#0B5328,#128540,Vista Blue,#84CAA0,#d3ffff,4.8,AA
Cerulean Blue,#3D56CC,#628aff,Chartreuse Yellow,#D6F60C,#ffff13,5,AA
Blue,#4701FA,#7202ff,Aquamarine,#76F9C6,#bdffff,6.1,AA
Vivid Violet,#7F3389,#cb52db,Caribbean Green,#3BFAC0,#5effff,5.7,AA
Blue Gem,#0F1991,#1828e8,Polo Blue,#79A0C0,#c2ffff,4.8,AA
Mortar,#554754,#887286,Casablanca,#F8BB57,#ffff8b,5.1,AA
Gulf Blue,#221557,#36228b,Malachite,#24D63C,#3aff60,8.2,AAA
Dell,#2E640F,#4aa018,Green Yellow,#8BEC10,#deff1a,4.8,AA
Punga,#473B13,#725e1e,Confetti,#E6D34B,#ffff78,7.2,AAA
Martinique,#262244,#3d366d,Dodger Blue,#378EFB,#58e3ff,4.6,AA
Violent Violet,#250C5D,#3b1395,Havelock Blue,#2393EA,#38ebff,5,AA
Prussian Blue,#02345B,#035392,Viola,#C58CB2,#ffe0ff,4.7,AA
Paprika,#99092B,#f50e45,Green Yellow,#89EB0C,#dbff13,5.7,AA
Zuccini,#244B2C,#3a7846,Emerald,#34C886,#53ffd6,4.6,AA
Dark Blue,#360ADB,#5610ff,Lavender Magenta,#FE8EEC,#ffe3ff,4.6,AA
Jaguar,#090313,#0e051e,Fuchsia,#AF57B8,#ff8bff,4.7,AA
Purple,#4F029C,#7e03fa,Emerald,#33F19B,#52fff8,7.8,AAA
Black,#222524,#363b3a,Malachite,#04C313,#06ff1e,6.5,AA
Jacarta,#3A3675,#5d56bb,Fuel Yellow,#E1A423,#ffff38,4.9,AA
Apple Blossom,#A54434,#ff6d53,Green Yellow,#A3FF00,#ffff00,4.9,AA
Blue Zodiac,#0D2B57,#15458b,Chelsea Cucumber,#8FB054,#e5ff86,5.7,AA
Ultramarine,#1B10B0,#2b1aff,Inch Worm,#C5F82F,#ffff4b,9.6,AAA
Deep Cove,#1A1341,#2a1e68,Raw Sienna,#C1764E,#ffbd7d,4.9,AA
Purple Heart,#8736E5,#d856ff,Golden Fizz,#E4FD47,#ffff72,5,AA
Stiletto,#9A3030,#f64d4d,Botticelli,#C7DBE9,#ffffff,5.2,AA
Tawny Port,#76284C,#bd407a,Screamin Green,#4CE879,#7affc2,6,AA
Martinique,#36284E,#56407d,Orchid,#E673D9,#ffb8ff,5,AA
Outer Space,#2E3A3B,#4a5d5e,Lavender Rose,#E9A1E8,#ffffff,6,AA
Jazzberry Jam,#AA0755,#ff0b88,French Lilac,#EBC0E5,#ffffff,4.6,AA
Violet Eggplant,#B40F98,#ff18f3,Mint Green,#71F8AC,#b5ffff,4.5,AA
Oil,#231A14,#382a20,Limeade,#66900B,#a3e612,4.5,AA
Matisse,#255A94,#3b90ed,Sahara Sand,#E1E179,#ffffc2,5.1,AA
Violent Violet,#040756,#060b8a,Roman,#D75C5E,#ff9396,4.8,AA
Catalina Blue,#1D2F85,#2e4bd5,Pastel Green,#78CD56,#c0ff8a,5.9,AA
Kashmir Blue,#356994,#55a8ed,We Peep,#FADBE7,#ffffff,4.5,AA
Rust,#BA451D,#ff6e2e,Snow Flurry,#DBFED4,#ffffff,4.8,AA
Tolopea,#241154,#3a1b86,Magic Mint,#A7E8D2,#ffffff,11.8,AAA
International Klein Blue,#1228A4,#1d40ff,Bright Green,#66FC0F,#a3ff18,8.3,AAA
Razzmatazz,#DB185F,#ff2698,Milan,#F8FFA8,#ffffff,4.6,AA
Purple Heart,#3824BA,#5a3aff,Lemon,#F7EA1E,#ffff30,7.9,AAA
Deep Blue,#14016E,#2002b0,Bondi Blue,#1E9ABB,#30f6ff,5.1,AA
Palm Green,#072007,#0b330b,Dodger Blue,#5F93FC,#98ebff,5.8,AA
Jewel,#206841,#33a668,Riptide,#7DE6E1,#c8ffff,4.6,AA
Fiord,#445C78,#6d93c0,Mystic,#D8E9EA,#ffffff,5.5,AA
East Bay,#614E84,#9b7dd3,Apricot Peach,#FBCEAF,#ffffff,5,AA
Dark Blue,#5C39F5,#935bff,Aquamarine,#8FF5BA,#e5ffff,4.7,AA
Purple,#A21DC4,#ff2eff,Tidal,#DDF2A0,#ffffff,4.9,AA
Catalina Blue,#15226B,#2236ab,Dodger Blue,#0096FE,#00f0ff,4.6,AA
Dark Blue,#2500D5,#3b00ff,Emerald,#06C878,#0affc0,4.7,AA
Bay Of Many,#233279,#3850c2,Thistle,#E0CBE5,#ffffff,7.7,AAA
Flint,#746B66,#baaba3,Tusk,#F1F8C3,#ffffff,4.7,AA
Sherpa Blue,#00464D,#00707b,Atlantis,#9BCD39,#f8ff5b,5.6,AA
Black,#030207,#05030b,Hopbush,#BD5688,#ff8ada,4.8,AA
Purple Heart,#8B51CD,#de82ff,Corn Field,#F3F9CD,#ffffff,4.6,AA
Monza,#C9012B,#ff0245,Golden Fizz,#E3EC10,#ffff1a,4.6,AA
Blue Whale,#082B4C,#0d457a,Apple,#55C250,#88ff80,6.3,AA
Waikawa Gray,#5B6396,#929ef0,Laser Lemon,#EAEC62,#ffff9d,4.5,AA
Mikado,#2A2A16,#434323,Battleship Gray,#90997C,#e6f5c6,4.9,AA
Plum,#A65890,#ff8de6,China Ivory,#FBFCE5,#ffffff,4.6,AA
Chalet Green,#3E6834,#63a653,Canary,#F7FB58,#ffff8d,5.8,AA
Dark Tan,#5C050F,#930818,Raw Sienna,#D6895D,#ffdb95,5.1,AA
Medium Red Violet,#B72F8E,#ff4be3,Yellow,#F2F709,#ffff0e,4.7,AA
Lotus,#85464A,#d57076,Robin Egg Blue,#4EE5E6,#7dffff,4.6,AA
Black,#0B0A1D,#12102e,Malachite,#2ACB41,#43ff68,9,AAA
Seaweed,#152C0E,#224616,Lucky,#ACA71B,#ffff2b,5.9,AA
Arapawa,#150C69,#2213a8,Blush,#F16A9C,#ffaafa,5.7,AA
Sapphire,#244898,#3a73f3,Scooter,#2DD7F1,#48ffff,4.9,AA
Violet Eggplant,#C432C3,#ff50ff,Romance,#FFFFFD,#ffffff,4.6,AA
Woodsmoke,#07080D,#0b0d15,Inch Worm,#96E64A,#f0ff76,13.1,AAA
Bossanova,#513E70,#8263b3,Honeysuckle,#DCF672,#ffffb6,7.7,AAA
Ultramarine,#0D1DB6,#152eff,Mauvelous,#E795AB,#ffeeff,5,AA
Japanese Laurel,#087518,#0dbb26,Caper,#E5F0B5,#ffffff,4.9,AA
English Holly,#02270E,#033e16,Malachite,#03C435,#05ff55,6.9,AA
Dark Blue,#3615C6,#5622ff,Husk,#C8AA61,#ffff9b,4.5,AA
Russett,#776162,#be9b9d,Chartreuse Yellow,#D8FE14,#ffff20,4.9,AA
Orient,#1E6086,#309ad6,Electric Lime,#15FA38,#22ff5a,4.8,AA
Purple Heart,#8A3DEC,#dd62ff,Las Palmas,#E0FE48,#ffff73,4.7,AA
Cosmic,#7D2E5B,#c84a92,Key Lime Pie,#B7CE36,#ffff56,4.9,AA
Arapawa,#130369,#1e05a8,Ocean Green,#2BA67A,#45ffc3,5.5,AA
Purple Heart,#5D1EC6,#9530ff,Pastel Green,#4CF097,#7afff2,5.8,AA
Revolver,#28112C,#401b46,Wild Strawberry,#F743AC,#ff6bff,5.3,AA
Jaguar,#02000F,#030018,Teal,#078380,#0bd2cd,4.5,AA
Plum,#792963,#c2429e,Bitter Lemon,#D9E319,#ffff28,6.5,AA
Mirage,#1C1927,#2d283e,Vermilion,#F14204,#ff6a06,4.5,AA
Blackcurrant,#30293C,#4d4260,Inch Worm,#C2FE67,#ffffa5,11.7,AAA
Governor Bay,#2341B2,#3868ff,Wheatfield,#F5ECCD,#ffffff,7.2,AAA
Clairvoyant,#4E0857,#7d0d8b,Curious Blue,#2EA1EC,#4affff,5,AA
Plum,#933974,#eb5bba,Electric Lime,#23F930,#38ff4d,4.8,AA
Cherry Pie,#2F005C,#4b0093,Apple,#03B94A,#05ff76,6.3,AA
Dark Blue,#2D39E7,#485bff,Screamin Green,#67FA7A,#a5ffc3,5.4,AA
Wine Berry,#592641,#8e3d68,Caribbean Green,#1BC98D,#2bffe2,5.5,AA
Blue Ribbon,#2852F1,#4083ff,Festival,#FAED6F,#ffffb2,4.9,AA
Red Violet,#BE0E7B,#ff16c5,Magic Mint,#B2F1CC,#ffffff,4.6,AA
Torea Bay,#222997,#3642f2,Malachite,#19C138,#28ff5a,4.8,AA
Black Russian,#030826,#050d3d,Beaver,#A58070,#ffcdb3,5.6,AA
Brown Derby,#492811,#75401b,Emerald,#44DF90,#6dffe6,7.7,AAA
Ultramarine,#420BA5,#6a12ff,Pastel Green,#3ACB65,#5dffa2,5.4,AA
Red Violet,#BF1D7F,#ff2ecb,Chrome White,#E6F0D6,#ffffff,4.8,AA
Purple Heart,#420FAF,#6a18ff,Bay Leaf,#7FB998,#cbfff3,4.8,AA
Eminence,#672E7E,#a54aca,Granny Smith Apple,#B1E4A4,#ffffff,6.4,AA
Purple Heart,#5D24CF,#953aff,Wattle,#E6DC4D,#ffff7b,5.6,AA
Chambray,#4B4C86,#787ad6,Green Yellow,#A5F30E,#ffff16,5.8,AA
Big Stone,#102435,#1a3a55,New York Pink,#DB8B8B,#ffdede,6.1,AA
Mirage,#101C2A,#1a2d43,Hot Magenta,#FC28D5,#ff40ff,5.2,AA
Tyrian Purple,#6C0339,#ad055b,Granny Smith Apple,#96E890,#f0ffe6,8.3,AAA
Ultramarine,#0F0590,#1808e6,Keppel,#4AB6A6,#76ffff,5.9,AA
Revolver,#1C0221,#2d0335,Mulberry,#C7528E,#ff83e3,4.7,AA
Aubergine,#3F0C10,#65131a,Cornflower Blue,#5A9AEC,#90f6ff,5.7,AA
Midnight,#051E3D,#083062,Pink Flamingo,#E74EFE,#ff7dff,5.5,AA
Sepia Black,#22000B,#360012,Camouflage Green,#6E7F62,#b0cb9d,4.5,AA
Kingfisher Daisy,#421489,#6a20db,Neptune,#85B2B8,#d5ffff,5.4,AA
Persian Blue,#0227B3,#033eff,Lima,#7CC501,#c6ff02,5.1,AA
Black Russian,#1E021B,#30032b,Fuchsia,#CD56B2,#ff8aff,5.2,AA
Martinique,#352C45,#55466e,Bright Turquoise,#5CF4E3,#93ffff,9.7,AAA
Scampi,#5A5BA6,#9092ff,Snuff,#E2E0F5,#ffffff,4.7,AA
Gondola,#28101E,#401a30,Melrose,#BCB2ED,#ffffff,9.1,AAA
Asphalt,#170C0E,#251316,Cinnabar,#E5403C,#ff6660,4.7,AA
Sepia Black,#25020F,#3b0318,Red Stage,#D66009,#ff9a0e,5.1,AA
Flirt,#AC1D7A,#ff2ec3,Chamois,#ECDFB5,#ffffff,4.9,AA
Cobalt,#1047AD,#1a72ff,Pastel Green,#7ADB6A,#c3ffaa,4.8,AA
Rose Bud Cherry,#821248,#d01d73,Aquamarine,#96F8BD,#f0ffff,7.7,AAA
Purple,#7023A1,#b338ff,Casablanca,#F2B153,#ffff85,4.6,AA
Purple Heart,#7C27D5,#c63eff,Bright Turquoise,#02F5D5,#03ffff,4.8,AA
Aubergine,#35040E,#550616,Royal Blue,#7472E7,#bab6ff,4.5,AA
Resolution Blue,#0C1D7B,#132ec5,Polo Blue,#7CABD7,#c6ffff,5.9,AA
Venetian Red,#6F0911,#b20e1b,Fountain Blue,#33AFB4,#52ffff,4.6,AA
Jacarta,#502F76,#804bbd,Mint Green,#A1F79E,#fffffd,8.1,AAA
Congo Brown,#613B3F,#9b5e65,Wattle,#ECDA4A,#ffff76,6.7,AA
Clairvoyant,#5A0F54,#901886,La Rioja,#B0C725,#ffff3b,6.8,AA
Tolopea,#230241,#380368,Lochinvar,#2A8E89,#43e3db,4.6,AA
Purple Heart,#563EBD,#8a63ff,Chartreuse,#75F923,#bbff38,5.4,AA
Pigment Indigo,#5C1790,#9325e6,Screamin Green,#7DF984,#c8ffd3,8,AAA
Jacaranda,#26082A,#3d0d43,Mandy,#E34C6B,#ff7aab,4.8,AA
Cedar Wood Finish,#731F01,#b83202,Mauve,#CA95E7,#ffeeff,4.7,AA
Daisy Bush,#5B269B,#923df8,Atlantis,#98C823,#f3ff38,4.8,AA
Green House,#204F12,#337e1d,Ripe Lemon,#F8DE13,#ffff1e,7.1,AAA
Cherry Pie,#090355,#0e0588,Chetwode Blue,#9B87E3,#f8d8ff,6,AA
Pigment Indigo,#4F0682,#7e0ad0,Sushi,#A5C340,#ffff66,6.2,AA
Purple Heart,#5F18B6,#9826ff,Granny Smith Apple,#9DF5AF,#fbffff,7,AAA
Blue Gem,#231C95,#382dee,Bright Green,#49DC04,#75ff06,6.9,AA
Purple Heart,#5028B6,#8040ff,Wisteria,#DEADEC,#ffffff,4.9,AA
Jambalaya,#5C2E1C,#934a2d,Picton Blue,#36B4FE,#56ffff,4.9,AA
Dark Blue,#4B06D0,#780aff,Inch Worm,#AFE222,#ffff36,6.1,AA
Astronaut,#2C4076,#4666bd,Lima,#50CC17,#80ff25,4.8,AA
Jagger,#330648,#520a73,Cavern Pink,#EBBDC2,#ffffff,10,AAA
Cobalt,#0B4AB2,#1276ff,Caribbean Green,#1CE49F,#2dfffe,4.8,AA
Deep Fir,#093605,#0e5608,Aquamarine,#82F2C0,#d0ffff,10,AAA
St Tropaz,#094F90,#0e7ee6,Scooter,#20D2F1,#33ffff,4.6,AA
Daisy Bush,#5C2097,#9333f2,Mint Green,#5BF499,#92fff5,7,AAA
Crowshead,#1C1710,#2d251a,Gamboge,#F0A014,#ffff20,8.3,AAA
Firefly,#0C2226,#13363d,Electric Lime,#56FF46,#8aff70,12.4,AAA
Blue Gem,#2B038A,#4505dd,Lima,#48BC28,#73ff40,5.7,AA
Blue Gem,#33028D,#5203e2,Wild Blue Yonder,#A1ABD4,#ffffff,6.1,AA
Cerise Red,#D01A5B,#ff2a92,Lily White,#EAF8FF,#ffffff,4.9,AA
Monza,#C7001F,#ff0032,Aquamarine,#44F8CE,#6dffff,4.5,AA
Dark Blue,#7316DC,#b823ff,Golden Dream,#F6E23D,#ffff62,5.5,AA
Deep Blue,#11016C,#1b02ad,Lochinvar,#239E95,#38fdee,5.1,AA
Deep Forest Green,#1F2C05,#324608,Sandal,#AC906E,#ffe6b0,4.9,AA
Fun Green,#016631,#02a34e,Spray,#8EECF8,#e3ffff,5.3,AA
Dark Fern,#0E4306,#166b0a,Las Palmas,#D3F32E,#ffff4a,9.1,AAA
Wine Berry,#4B1A2C,#782a46,Gossip,#CAFFBB,#ffffff,12.5,AAA
Ultramarine,#23048F,#3806e5,Emerald,#2CF39F,#46fffe,9.7,AAA
Livid Brown,#4B222F,#78364b,Aquamarine,#6BEEBD,#abffff,9.3,AAA
Congo Brown,#503032,#804d50,Surf,#BDE4CC,#ffffff,8.4,AAA
Venice Blue,#235588,#3888da,Honeysuckle,#DDFB7D,#ffffc8,6.7,AA
Rosewood,#62050D,#9d0815,Magic Mint,#A4EAD3,#ffffff,9.9,AAA
Martinique,#312945,#4e426e,Green Yellow,#90F610,#e6ff1a,10,AAA
Tuna,#353A43,#555d6b,Green Yellow,#9FFC52,#feff83,9,AAA
Tyrian Purple,#6E0845,#b00d6e,Screamin Green,#6FF56B,#b2ffab,8.4,AAA
Midnight,#0E102E,#161a4a,Ripe Lemon,#F1DD15,#ffff22,13.3,AAA
Stratos,#121149,#1d1b75,Spray,#77EBFD,#beffff,12.5,AAA
Revolver,#1A122B,#2a1d45,Green Yellow,#A0F441,#ffff68,13.3,AAA
Purple Heart,#5009B4,#800eff,Aquamarine,#2DFFC8,#48ffff,8,AAA
Midnight Moss,#030E01,#051602,Yellow Green,#B4DA84,#ffffd3,12.5,AAA
Maroon Oak,#5E1D23,#962e38,Sulu,#B3EF88,#ffffda,9.3,AAA
Lunar Green,#304838,#4d735a,Electric Lime,#C8FD2D,#ffff48,8.3,AAA
Grape,#382151,#5a3582,Mustard,#F9D854,#ffff86,10,AAA
Cod Gray,#070607,#0b0a0b,Purple Heart,#A346FC,#ff70ff,4.7,AA
Ultramarine,#3E0C9E,#6313fd,Willow Brook,#E7EFDF,#ffffff,10.2,AAA
Purple Heart,#6C0ACC,#ad10ff,Maverick,#D6C1D2,#ffffff,4.9,AA
Tolopea,#100241,#1a0368,Limed Oak,#967944,#f0c26d,4.6,AA
Creole,#1C0F00,#2d1800,French Rose,#E3437F,#ff6bcb,4.8,AA
Pigment Indigo,#500782,#800bd0,Granny Smith Apple,#9FCD8B,#feffde,6.8,AA
Midnight,#041B36,#062b56,Aquamarine,#77FCC4,#beffff,13.6,AAA
Royal Blue,#0867DC,#0da5ff,Ottoman,#E5F3E8,#ffffff,4.6,AA
Black,#030102,#050203,Amethyst,#9F58B9,#fe8dff,4.5,AA
Bottle Green,#08321D,#0d502e,Asparagus,#81A65E,#ceff96,5.1,AA
Bastille,#211C2C,#352d46,Bouquet,#A77B91,#ffc5e8,4.6,AA
Cedar,#3D1A18,#622a26,Orchid,#E06BC2,#ffabff,5.2,AA
Loulou,#520C44,#83136d,Sahara,#C6AF21,#ffff35,6.4,AA
Crimson,#DD283C,#ff4060,Travertine,#FEFEE8,#ffffff,4.6,AA
Ultramarine,#1317AA,#1e25ff,Sahara,#B8A411,#ffff1b,4.8,AA
Palm Leaf,#163009,#234d0e,Curious Blue,#06A3E1,#0affff,5,AA
Sapphire,#1F4494,#326ded,Viking,#6AC8DC,#aaffff,4.7,AA
Dark Blue,#2F08B6,#4b0dff,Emerald,#15C36A,#22ffaa,4.9,AA
Violet,#280741,#400b68,Boston Blue,#2B90B5,#45e6ff,4.8,AA
Eminence,#642282,#a036d0,Deco,#C7D086,#ffffd6,6.1,AA
Blue Gem,#190880,#280dcd,Sulu,#C8EC6C,#ffffad,11.3,AAA
Brick Red,#C64A5F,#ff7698,Snow Drift,#F9FEFC,#ffffff,4.5,AA
Hunter Green,#0A1A04,#102a06,Olive Drab,#668E1A,#a3e32a,4.7,AA
Seance,#6A1C7E,#aa2dca,Malibu,#65C0E8,#a2ffff,4.9,AA
Cocoa Bean,#561F28,#8a3240,Citron,#A1A733,#ffff52,5,AA
Woodland,#524D1F,#837b32,Fuego,#B8D905,#ffff08,5.3,AA
Flirt,#AA1581,#ff22ce,Spring Green,#44F480,#6dffcd,4.6,AA
Maroon,#D3385B,#ff5a92,Moon Glow,#FEFEDA,#ffffff,4.5,AA
Violent Violet,#1A0D5C,#2a1593,Flame Pea,#DC5D3C,#ff9560,4.5,AA
Cloud Burst,#2C365A,#465690,Chenin,#D6C876,#ffffbd,6.9,AA
Swamp,#061B1E,#0a2b30,Buddha Gold,#C7A504,#ffff06,7.4,AAA
Tory Blue,#1356BA,#1e8aff,Pear,#D5F03E,#ffff63,5.3,AA
Christalle,#3F0365,#6505a2,Azure Radiance,#6587F9,#a2d8ff,4.5,AA
Green Pea,#255B39,#3b925b,Mustard,#FED959,#ffff8e,5.8,AA
Vulcan,#0D111C,#151b2d,Hopbush,#BE609D,#ff9afb,4.8,AA
Loulou,#470943,#720e6b,Amethyst Smoke,#9289AB,#eadbff,4.6,AA
Astronaut,#0C3D7D,#1362c8,Swamp Green,#B2B286,#ffffd6,4.9,AA
Cherry Pie,#24065A,#3a0a90,Emerald,#57DB88,#8bffda,9.5,AAA
Rebel,#341101,#531b02,Forest Green,#209A38,#33f65a,4.7,AA
Valhalla,#2D144C,#48207a,Portage,#90A0EF,#e6ffff,6.4,AA
Ultramarine,#0E079D,#160bfb,Shakespeare,#51A2CC,#82ffff,4.8,AA
Mikado,#2C220B,#463612,Brandy Punch,#C97D23,#ffc838,4.8,AA
Toledo,#31071C,#4e0b2d,Carnation,#F1525F,#ff8398,5.2,AA
Deep Koamaru,#0F1583,#1822d2,Mona Lisa,#F39B8B,#fff8de,6.8,AA
Haiti,#0F042C,#180646,Navy Blue,#257AD8,#3bc3ff,4.5,AA
Lucky Point,#28186B,#4026ab,Apple,#16A62F,#23ff4b,4.6,AA
Bay Of Many,#14367D,#2056c8,Bright Turquoise,#40E3E1,#66ffff,7.2,AAA
Blackcurrant,#342D43,#53486b,Gray Chateau,#98A3AC,#f3ffff,5.1,AA
Blue Ribbon,#0951E6,#0e82ff,Bright Turquoise,#29F5DC,#42ffff,4.6,AA
Violet Eggplant,#AE0A95,#ff10ee,Citrine White,#FCF7D6,#ffffff,5.9,AA
Violet Eggplant,#BB19A5,#ff28ff,Tusk,#F0F9C8,#ffffff,5,AA
Deep Koamaru,#060C79,#0a13c2,Hot Cinnamon,#DF6B30,#ffab4d,4.7,AA
Plum,#8A1879,#dd26c2,Spring Green,#31FD87,#4effd8,6.2,AA
Green Vogue,#0B2B52,#124583,Breaker Bay,#54A6A3,#86ffff,5,AA
Don Juan,#5D5153,#958285,Barberry,#DFD622,#ffff36,5,AA
Ultramarine,#18078C,#260be0,Persian Pink,#F876C3,#ffbdff,5.8,AA
Heath,#580F0E,#8d1816,Jade,#1ABA76,#2affbd,5.6,AA
Purple Heart,#7D0DBC,#c815ff,Link Water,#D5DEED,#ffffff,5.8,AA
Big Stone,#0D263F,#153d65,Lima,#42B714,#6aff20,5.9,AA
Bossanova,#57316D,#8b4eae,Bright Turquoise,#2DE1D3,#48ffff,6.2,AA
West Coast,#5E5323,#968538,Double Colonial White,#DCDDA7,#ffffff,5.5,AA
Jaguar,#030416,#050623,Mariner,#2F74DC,#4bbaff,4.5,AA
Christalle,#42026C,#6a03ad,Tumbleweed,#DAA28B,#ffffde,6.5,AA
Paua,#210366,#3505a3,Emerald,#30BA5A,#4dff90,6.5,AA
